"Hackathon Name","Link","Organisation","Locality","Experience","Description","Registration Date","Submission Date","Team Number","Genre","Image Link","Prizes","Notes","Ranking","Team","Winners","Product"
"Code League 2022","https://careers.shopee.sg/codeleague//","Shopee","Singapore","Intermediate","Shopee Code League is a 2-week coding league consisting of two rounds of coding competitions, open to all students and professionals.

This year, you will get to put your coding skills to the test by challenging yourself to solve algorithmic puzzles designed by our Shopee Engineering team. Participate with your buddies to solve real-world problems, and battle it out as the region’s coding champions.

","2022-03-05T16:00:00.000Z","2022-03-25T16:00:00.000Z","3","Algorithm","shopeecodeleague2022.png"
"The Ground Zero 22","https://linktr.ee/nesgroundzero","NUS Entrepreneurship Society","Singapore","Beginner","NES The Ground Zero 22 is a flagship annual Startathon organized by NUS Entrepreneurship Society Startup Development Division. 
NES aims to promote entrepreneurship at the National University of Singapore and empower the next generation of entrepreneurs. 
The society is a hub for entrepreneurship with an abundance of learning and networking opportunities. We organize large conferences, startathons to bring our members closer to the business and startup community.
We aim to foster the spirit of entrepreneurship with our growing network of alumni through the sharing of expertise and knowledge. NES has produced an illustrious list of alumni entrepreneurs and changemakers in various industries.","2022-04-28T16:00:00.000Z","2022-05-19T16:00:00.000Z","1-5","Entrepreneurship","groundzero22.png"
"Climate Hack 2022","https://climatehack.io/","Singapore International Foundation","ASEAN","Beginner","Climate Hack is an inclusive hackathon to equip yourself with digital skills that you can apply and contribute to build a better world.

Open to all above 18 years old in ASEAN, China & India and keen interest in using digital skills to innovate for climate action, Climate Hack connects you to a global network of like-minded individuals to collaborate and develop solutions to address climate change, and in turn, contribute to positive and sustainable development in Asia.","2022-05-14T16:00:00.000Z","2022-05-14T16:00:00.000Z","2-5","Innovation","climatehack2022.png"
"Google for Startups Cloud Hackathon Singapore 2022","https://inthecloud.withgoogle.com/smb-sg-hackathon-2022/register.html","Google","Singapore","Beginner","Join us at the Google Cloud for Startups Cloud Hackathon Singapore 2022.
Over a period of 8 weeks, we will host teams as they develop solutions across Machine Learning to Sustainability on Google Cloud. 
At the hackathon, teams will have an ability to design and build innovative solutions, partner with Google Cloud certified engineers and create innovative solutions while harnessing the power of Google Cloud.
 
We look forward to seeing you at the hackathon! Register today!","2022-04-24T16:00:00.000Z","2022-05-07T16:00:00.000Z","1-5","Cloud Technologies","googlestartup2022.png"
"2022 UAiTED Innovation Competition","https://uaited.ust.edu.tw/eventsession/cont?sid=0M089365508976122749","UAiTED","Regional","Beginner","UAiTED Innovation Competition is an annual competition and is conducted as an
alliance among 16 member universities in Asia with the support of industry. This
competition is intended to provide an opportunity and a learning experience that will
encourage a professional, innovative, and resource sharing interaction among all the
participating students within member universities.","2022-04-24T16:00:00.000Z","2022-08-12T16:00:00.000Z","4-6","Innovation","uaited2022.png"
"2022 APAC HPC-AI Competition","https://www.hpcadvisorycouncil.com/events/2022/APAC-AI-HPC/","HPC-AI Advisory Council","Regional","Advanced","High-performance computing and artificial intelligence are the most essential tools fueling the advancement of science. In order to handle the ever-growing demands for higher computation performance and the increase in the complexity of research problems, the world of scientific computing continues to re-innovate itself in a fast pace","2022-04-28T16:00:00.000Z","2022-04-28T16:00:00.000Z","6","High-Performance Computing","hpc2022.png"
"BrainHack 2022","https://www.dsta.gov.sg/brainhack","DSTA","Singapore","Beginner","BrainHack is a unique, hands-on experience into the swiftly evolving world of digital tech. Dive deep into the exciting realms of cybersecurity, artificial intelligence (AI), space technologies, app development, fake news detection, extended reality and more. Close to 4,000 students from 75 schools joined at BrainHack 2021. ","2022-05-14T16:00:00.000Z","2022-06-23T16:00:00.000Z","1+","Software Development","brainhack2022.png"
"15k Competition 2022","https://www.ja.org.sg/15k-competition.html","JA Singapore","Singapore","Intermediate","Junior Achievement Singapore and the MIT Club of Singapore are pleased to invite you to participate in 2nd 15K Competition.  The 15K Competition is an entrepreneurship competition modelled on MIT’s $100K Entrepreneurship Competition.  MIT’s $100K competition started in 1989 as the $10K competition.  Then became $50K in 1996.  And now, $100K.  Today, the $100K is a huge annual event at MIT, with the Launch finals watched by thousands, and sponsored by a hosts of top class companies and foundations.
","2022-06-09T16:00:00.000Z","2022-06-09T16:00:00.000Z","2-4","Entrepreneurship","15k2022.png"
"Standcon 2022","https://standcon.n0h4ts.com/index.html","N0H4TS","Singapore","Intermediate","STANDCON is an annual flagship Cybersecurity Conference and Capture the Flag Competition organised by N0H4TS, Division Zero. This year, STANDCON will be held from  17 - 19 June 2022 virtually in Singapore, via Gather Town and Discord.","2022-05-21T16:00:00.000Z","2022-06-16T16:00:00.000Z","3","Capture-The-Flag (CTF)","standcon2022.png"
"HackForGood: Grab Hackathon 2022","https://grabhackforgood.hackerearth.com/","Grab","Singapore","Beginner","Help Grab honor its mission to drive Southeast Asia forward by creating economic empowerment for everyone. Grab seeks to enable great talents in the region like yourself, to pick up challenges and design solutions that will create social impact, empower communities, and help South East Asia to emerge stronger from the pandemic.","2022-05-28T16:00:00.000Z","2022-06-12T16:00:00.000Z","1-5","Innovation","grab2022.png"
"NSCC HPC Innovation Challenge for the Environment 2022","https://www.padangecosystem.com/en/page/hpcic-2022-en","NSCC","Singapore","Intermediate","The High-Performance Computing Innovation Challenge for the Environment by NSCC provides innovators an opportunity to access their resources and build transformational solutions, to address one or more of the following statements for our environment","2022-06-12T16:00:00.000Z","2022-09-15T16:00:00.000Z","1+","High-Performance Computing","hpceco2022.png"
"SMU LIT Hackathon 2022","https://www.smulit.com/hackathon-2022","SMU","Singapore","Beginner","Don’t miss this chance to join the SMU LIT Hackathon taking place from 1-3 July 2022! The Hackathon will be conducted in a hybrid format, with the first 2 days held virtually and the 3rd day held physically at SMU Ngee Ann Kongsi Auditorium. 

You will get to: 
- Learn basic legal technology skills from our pre-hackathon workshops
- Stand a chance to win over $10,000 worth of cash prizes
- Network with leading legal industry experts from Norton Rose Fulbright, Rajah & Tann Technologies, Dentons Rodyk, Clifford Chance and more
- Attend insightful talks by legal technology experts during the Hackathon
- Post-Hackathon Internship/ Mentorship opportunities","2022-06-01T16:00:00.000Z","2022-07-02T16:00:00.000Z","6","Legal Technology","smulit2022.jpg"
"LifeHack 2022","https://lifehack.nuscomputing.com/","NUS","Singapore","Beginner","LifeHack 2022 is a hackathon aimed to channel the creativity, drive, and skills of the participants in the software development field. Participants are expected to develop intelligent solutions in response to the problem statements presented during the competition. The event is mostly held online, with the exception of the closing day.

","2022-06-26T16:00:00.000Z","2022-07-15T16:00:00.000Z","2-4","Solution Development","lifehack2022.png"
"Green Bootcamp @ North West","https://www.ntuwscgo.com/green-bootcamp","NTU Welfare Services Club, Growth & Opportunities & North West CDC","Singapore","Beginner","How might your team influence the community to adopt sustainable practices into their daily lives?","2022-07-07T16:00:00.000Z","2022-07-29T16:00:00.000Z","3-5","Sustainability","greenbootcamp2022.png"
"Singapore Airlines AppChallenge 2022","https://appchallenge.singaporeair.com/en/challenges/students-2022","Singapore Airlines","Singapore","Beginner","Do you have a creative idea that revolutionises the way we fly, travel, work and play? If so, we want to hear from you!
Shortlisted teams will receive dedicated mentoring sessions from aviation experts, business coaches and a chance to pitch their ideas to Singapore Airlines Senior Management who will be part of the judging panel.
","2022-07-30T16:00:00.000Z","2022-07-30T16:00:00.000Z","1-4","Innovation","sia2022.png"
